complex.id	complex.name	organism	protein.members
3979	mTORC2 complex  (MAPKAP1, MLST8, MTOR, RICTOR)	Human	RICTOR
3988	ClpP complex, heptameric	Human	CLPP
3989	ClpP complex, heptameric	Rat	Clpp
3990	ClpXP complex	Rat	Clpp
3990	ClpXP complex	Rat	Clpx
3991	ClpX complex, hexameric	Human	CLPX
3992	ClpXP complex	Human	CLPP
3992	ClpXP complex	Human	CLPX
4025	ACTN1-PARVB complex	Human	ACTN1
4025	ACTN1-PARVB complex	Human	PARVB
4039	PAR4-BACE1 complex	Human	BACE1
4039	PAR4-BACE1 complex	Human	PAWR
4043	NEMO-HIF2(alpha)-ARNT complex	Human	ARNT
4043	NEMO-HIF2(alpha)-ARNT complex	Human	EPAS1
4043	NEMO-HIF2(alpha)-ARNT complex	Human	IKBKG
4055	Axin-Dvl-Gsk complex	Mouse	Axin1
4055	Axin-Dvl-Gsk complex	Mouse	Dvl1
4055	Axin-Dvl-Gsk complex	Mouse	Gsk3b
4056	Axin1-Dvl1-Gsk3b-Frat1 complex	Mouse	Axin1
4056	Axin1-Dvl1-Gsk3b-Frat1 complex	Mouse	Dvl1
4056	Axin1-Dvl1-Gsk3b-Frat1 complex	Mouse	Frat1
4056	Axin1-Dvl1-Gsk3b-Frat1 complex	Mouse	Gsk3b
4062	KDR-NRP1-VEGF165 complex	Human	KDR
4062	KDR-NRP1-VEGF165 complex	Human	NRP1
4062	KDR-NRP1-VEGF165 complex	Human	VEGFA
4072	Ubiquitin E3 ligase (CUL1, RBX1, SKP1)	Human	CUL1
4072	Ubiquitin E3 ligase (CUL1, RBX1, SKP1)	Human	RBX1
4072	Ubiquitin E3 ligase (CUL1, RBX1, SKP1)	Human	SKP1
4082	WRN-XRCC6-XRCC5 complex	Human	WRN
4082	WRN-XRCC6-XRCC5 complex	Human	XRCC5
4082	WRN-XRCC6-XRCC5 complex	Human	XRCC6
4089	SMAD6-HOXC8 complex	Human	HOXC8
4089	SMAD6-HOXC8 complex	Human	SMAD6
4090	SMAD6-HOXA9 complex	Human	HOXA9
4090	SMAD6-HOXA9 complex	Human	SMAD6
4095	CTNNAL1-CTNNB1 complex	Human	CTNNAL1
4095	CTNNAL1-CTNNB1 complex	Human	CTNNB1
4096	CTNNA1-CTNNB1 complex	Human	CTNNA1
4096	CTNNA1-CTNNB1 complex	Human	CTNNB1
4149	5'-AMP-activated protein kinase complex (AMPK)	Mammalia	Prkaa2
4149	5'-AMP-activated protein kinase complex (AMPK)	Mammalia	Prkab2
4149	5'-AMP-activated protein kinase complex (AMPK)	Mammalia	Prkag1
4151	TSC (TSC1, TSC2, AXIN, GSK3) complex	Human	AXIN1
4151	TSC (TSC1, TSC2, AXIN, GSK3) complex	Human	GSK3B
4151	TSC (TSC1, TSC2, AXIN, GSK3) complex	Human	TSC1
4151	TSC (TSC1, TSC2, AXIN, GSK3) complex	Human	TSC2
4158	HSP90-FKBP38-CAM-Ca(2+) complex	Human	CALM1
4158	HSP90-FKBP38-CAM-Ca(2+) complex	Human	FKBP8
4158	HSP90-FKBP38-CAM-Ca(2+) complex	Human	HSP90AA1
4200	DNM1L-FIS1 complex	Human	DNM1L
4200	DNM1L-FIS1 complex	Human	FIS1
4216	HNRNPU-NR3C1 complex	Human	HNRNPU
4216	HNRNPU-NR3C1 complex	Human	NR3C1
4389	EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)	Human	EIF3A
4389	EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)	Human	EIF3B
4389	EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)	Human	EIF3G
4389	EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)	Human	EIF3I
4392	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)	Human	EIF3A
4392	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)	Human	EIF3B
4392	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)	Human	EIF3C
4392	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)	Human	EIF3G
4392	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)	Human	EIF3I
4395	EIF3 complex (EIF3B, EIF3G, EIF3I)	Human	EIF3B
4395	EIF3 complex (EIF3B, EIF3G, EIF3I)	Human	EIF3G
4395	EIF3 complex (EIF3B, EIF3G, EIF3I)	Human	EIF3I
4399	EIF3 complex (EIF3B, EIF3J, EIF3I)	Human	EIF3B
4399	EIF3 complex (EIF3B, EIF3J, EIF3I)	Human	EIF3I
4399	EIF3 complex (EIF3B, EIF3J, EIF3I)	Human	EIF3J
4403	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)	Human	EIF3A
4403	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)	Human	EIF3B
4403	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)	Human	EIF3G
4403	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)	Human	EIF3I
4403	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)	Human	EIF3J
4478	CBF-DNA complex	Human	NFYA
4478	CBF-DNA complex	Human	NFYB
4478	CBF-DNA complex	Human	NFYC
4498	p32-CBF-DNA complex	Human	C1QBP
4498	p32-CBF-DNA complex	Human	NFYA
4498	p32-CBF-DNA complex	Human	NFYB
4498	p32-CBF-DNA complex	Human	NFYC
4869	beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A)	Human	ADRB1
4869	beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A)	Human	AKAP5
4869	beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A)	Human	DLG1
4869	beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A)	Human	PRKAR2A
4976	SVIP-VCP-DERL1 complex	Human	DERL1
4976	SVIP-VCP-DERL1 complex	Human	SVIP
4976	SVIP-VCP-DERL1 complex	Human	VCP
4977	AMFR-DERL1-VCP complex	Human	AMFR
4977	AMFR-DERL1-VCP complex	Human	DERL1
4977	AMFR-DERL1-VCP complex	Human	VCP
4997	DERL1-VCP-VIMP complex	Human	DERL1
4997	DERL1-VCP-VIMP complex	Human	SELENOS
4997	DERL1-VCP-VIMP complex	Human	VCP
4998	VCP-VIMP-DERL2 complex	Human	DERL2
4998	VCP-VIMP-DERL2 complex	Human	SELENOS
4998	VCP-VIMP-DERL2 complex	Human	VCP
4999	VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex	Human	DERL1
4999	VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex	Human	DERL2
4999	VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex	Human	SEL1L
4999	VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex	Human	SELENOS
4999	VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex	Human	SYVN1
4999	VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex	Human	VCP
5003	Vcp homohexamer complex	Mouse	Vcp
5092	Cdk5-p39-CaMKII(alpha)-(alpha)actinin1 complex	Rat	Actn1
5092	Cdk5-p39-CaMKII(alpha)-(alpha)actinin1 complex	Rat	Camk2a
5092	Cdk5-p39-CaMKII(alpha)-(alpha)actinin1 complex	Rat	Cdk5
5092	Cdk5-p39-CaMKII(alpha)-(alpha)actinin1 complex	Rat	Cdk5r2
5099	RB1(hypophosphorylated)-E2F4 complex	Human	E2F4
5099	RB1(hypophosphorylated)-E2F4 complex	Human	RB1
5100	CyclinD3-CDK4-CDK6 complex	Human	CCND3
5100	CyclinD3-CDK4-CDK6 complex	Human	CDK4
5100	CyclinD3-CDK4-CDK6 complex	Human	CDK6
5101	CyclinD3-CDK4-CDK6-p21 complex	Human	CCND3
5101	CyclinD3-CDK4-CDK6-p21 complex	Human	CDK4
5101	CyclinD3-CDK4-CDK6-p21 complex	Human	CDK6
5101	CyclinD3-CDK4-CDK6-p21 complex	Human	CDKN1A
5107	p34(SEI-1)-CDK4-CyclinD2 complex	Human	CCND2
5107	p34(SEI-1)-CDK4-CyclinD2 complex	Human	CDK4
5107	p34(SEI-1)-CDK4-CyclinD2 complex	Human	SERTAD1
5115	Trip(Br1)-Dp1-E2F1 complex	Mouse	E2f1
5115	Trip(Br1)-Dp1-E2F1 complex	Mouse	Sertad1
5115	Trip(Br1)-Dp1-E2F1 complex	Mouse	Tfdp1
5116	Trip(Br2)-Dp1-E2F1 complex	Mouse	E2f1
5116	Trip(Br2)-Dp1-E2F1 complex	Mouse	Sertad2
5116	Trip(Br2)-Dp1-E2F1 complex	Mouse	Tfdp1
5117	RBL2 complex (DNMT1, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	Human	DNMT1
5117	RBL2 complex (DNMT1, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	Human	E2F4
5117	RBL2 complex (DNMT1, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	Human	E2F5
5117	RBL2 complex (DNMT1, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	Human	HDAC1
5117	RBL2 complex (DNMT1, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	Human	RBL2
5117	RBL2 complex (DNMT1, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	Human	SUV39H1
5118	RBL2 complex (EP300, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	Human	E2F4
5118	RBL2 complex (EP300, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	Human	E2F5
5118	RBL2 complex (EP300, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	Human	EP300
5118	RBL2 complex (EP300, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	Human	HDAC1
5118	RBL2 complex (EP300, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	Human	RBL2
5118	RBL2 complex (EP300, E2F4, E2F5, HDAC1, RBL2, SUV39H1)	Human	SUV39H1
5119	p19-Cdk4 complex	Mouse	Cdk4
5119	p19-Cdk4 complex	Mouse	Cdkn2d
5120	p19-Cdk6 complex	Mouse	Cdk6
5120	p19-Cdk6 complex	Mouse	Cdkn2d
5127	p18-Cdk4 complex	Mouse	Cdk4
5127	p18-Cdk4 complex	Mouse	Cdkn2c
5128	p18-Cdk6 complex	Mouse	Cdk6
5128	p18-Cdk6 complex	Mouse	Cdkn2c
5142	DCS complex (Ptbp1, Ptbp2, Hnrph1, Hnrpf)	Mouse	Hnrnpf
5142	DCS complex (Ptbp1, Ptbp2, Hnrph1, Hnrpf)	Mouse	Hnrnph1
5142	DCS complex (Ptbp1, Ptbp2, Hnrph1, Hnrpf)	Mouse	Ptbp1
5142	DCS complex (Ptbp1, Ptbp2, Hnrph1, Hnrpf)	Mouse	Ptbp2
5144	E2F1-p107-cyclinA complex	Human	CCNA2
5144	E2F1-p107-cyclinA complex	Human	E2F1
5144	E2F1-p107-cyclinA complex	Human	RBL1
5145	p19-Cdk4-cyclinD2 complex	Mouse	Ccnd2
5145	p19-Cdk4-cyclinD2 complex	Mouse	Cdk4
5145	p19-Cdk4-cyclinD2 complex	Mouse	Cdkn2d
5146	RB1-TFAP2A complex	Human	RB1
5146	RB1-TFAP2A complex	Human	TFAP2A
5151	Nsf-Stx1a-Napa complex	Rat	Napa
5151	Nsf-Stx1a-Napa complex	Rat	Nsf
5151	Nsf-Stx1a-Napa complex	Rat	Stx1a
5152	Nsf-Stx1a-Napg complex	Rat	Napg
5152	Nsf-Stx1a-Napg complex	Rat	Nsf
5152	Nsf-Stx1a-Napg complex	Rat	Stx1a
5153	CTCF-SET complex	Human	CTCF
5153	CTCF-SET complex	Human	SET
5154	CTCF-nucleophosmin complex	Human	CTCF
5154	CTCF-nucleophosmin complex	Human	NPM1
5158	Smarca2-Smarce1-Mecp2 complex	Mouse	Mecp2
5158	Smarca2-Smarce1-Mecp2 complex	Mouse	Smarca2
5158	Smarca2-Smarce1-Mecp2 complex	Mouse	Smarce1
5159	E2F4-p107-cyclinE complex	Human	CCNE1
5159	E2F4-p107-cyclinE complex	Human	E2F4
5159	E2F4-p107-cyclinE complex	Human	RBL1
5160	E2F4-p130 complex	Human	E2F4
5160	E2F4-p130 complex	Human	RBL2
5162	ELK1-SRF-ELK3 complex	Human	ELK1
5162	ELK1-SRF-ELK3 complex	Human	ELK3
5162	ELK1-SRF-ELK3 complex	Human	SRF
5165	AP1G1-PACS1-FURIN complex	Human	AP1G1
5165	AP1G1-PACS1-FURIN complex	Human	FURIN
5165	AP1G1-PACS1-FURIN complex	Human	PACS1
5166	C3G-Crkl-Shp2 complex	Rat	c3g
5166	C3G-Crkl-Shp2 complex	Rat	Crkl
5166	C3G-Crkl-Shp2 complex	Rat	Ptpn11
5167	C3G-Crkl-Shp2-Cbl-Egfr complex	Rat	c3g
5167	C3G-Crkl-Shp2-Cbl-Egfr complex	Rat	Cbl
5167	C3G-Crkl-Shp2-Cbl-Egfr complex	Rat	Crkl
5167	C3G-Crkl-Shp2-Cbl-Egfr complex	Rat	Egfr
5167	C3G-Crkl-Shp2-Cbl-Egfr complex	Rat	Ptpn11
5168	C3G-Crkl-Shp2-Gab2-TrkA complex	Rat	c3g
5168	C3G-Crkl-Shp2-Gab2-TrkA complex	Rat	Crkl
5168	C3G-Crkl-Shp2-Gab2-TrkA complex	Rat	Gab2
5168	C3G-Crkl-Shp2-Gab2-TrkA complex	Rat	Ntrk1
5168	C3G-Crkl-Shp2-Gab2-TrkA complex	Rat	Ptpn11
5172	Sh3kbp1-Cblb-Egfr complex	Mouse	Cblb
5172	Sh3kbp1-Cblb-Egfr complex	Mouse	Egfr
5172	Sh3kbp1-Cblb-Egfr complex	Mouse	Sh3kbp1
5173	Sh3kbp1-Cblb-Pdgfrb complex	Mouse	Cblb
5173	Sh3kbp1-Cblb-Pdgfrb complex	Mouse	Pdgfrb
5173	Sh3kbp1-Cblb-Pdgfrb complex	Mouse	Sh3kbp1
5174	Smarca2-Smarcb1-Mecp2 complex	Mouse	Mecp2
5174	Smarca2-Smarcb1-Mecp2 complex	Mouse	Smarca2
5174	Smarca2-Smarcb1-Mecp2 complex	Mouse	Smarcb1
5175	SWI/SNF-related chromatin-remodeling complex (Brm-based)	Mouse	Hdac2
5175	SWI/SNF-related chromatin-remodeling complex (Brm-based)	Mouse	Mecp2
5175	SWI/SNF-related chromatin-remodeling complex (Brm-based)	Mouse	Sin3a
5175	SWI/SNF-related chromatin-remodeling complex (Brm-based)	Mouse	Smarca2
5175	SWI/SNF-related chromatin-remodeling complex (Brm-based)	Mouse	Smarcb1
5175	SWI/SNF-related chromatin-remodeling complex (Brm-based)	Mouse	Smarcc1
5175	SWI/SNF-related chromatin-remodeling complex (Brm-based)	Mouse	Smarce1
5176	MGC1-DNA-PKcs-Ku complex	Human	MDC1
5176	MGC1-DNA-PKcs-Ku complex	Human	PRKDC
5176	MGC1-DNA-PKcs-Ku complex	Human	XRCC5
5176	MGC1-DNA-PKcs-Ku complex	Human	XRCC6
5177	Polycystin-1 multiprotein complex	Human	ACTN1
5177	Polycystin-1 multiprotein complex	Human	BCAR1
5177	Polycystin-1 multiprotein complex	Human	CDH1
5177	Polycystin-1 multiprotein complex	Human	CTNNB1
5177	Polycystin-1 multiprotein complex	Human	JUP
5177	Polycystin-1 multiprotein complex	Human	PKD1
5177	Polycystin-1 multiprotein complex	Human	PTK2
5177	Polycystin-1 multiprotein complex	Human	PXN
5177	Polycystin-1 multiprotein complex	Human	SRC
5177	Polycystin-1 multiprotein complex	Human	TLN1
5177	Polycystin-1 multiprotein complex	Human	VCL
5178	JAK2-PAFR-TYK2 complex	Human	JAK2
5178	JAK2-PAFR-TYK2 complex	Human	PTAFR
5178	JAK2-PAFR-TYK2 complex	Human	TYK2
5179	TRBP-DNA-PK complex	Human	NCOA6
5179	TRBP-DNA-PK complex	Human	NUMA1
5179	TRBP-DNA-PK complex	Human	PARP1
5179	TRBP-DNA-PK complex	Human	PRKDC
5179	TRBP-DNA-PK complex	Human	TOP1
5179	TRBP-DNA-PK complex	Human	XRCC5
5179	TRBP-DNA-PK complex	Human	XRCC6
5183	DNA-PK-Ku-eIF2-NF90-NF45 complex	Human	EIF2S1
5183	DNA-PK-Ku-eIF2-NF90-NF45 complex	Human	EIF2S2
5183	DNA-PK-Ku-eIF2-NF90-NF45 complex	Human	EIF2S3
5183	DNA-PK-Ku-eIF2-NF90-NF45 complex	Human	ILF2
5183	DNA-PK-Ku-eIF2-NF90-NF45 complex	Human	ILF3
5183	DNA-PK-Ku-eIF2-NF90-NF45 complex	Human	PRKDC
5183	DNA-PK-Ku-eIF2-NF90-NF45 complex	Human	XRCC5
5183	DNA-PK-Ku-eIF2-NF90-NF45 complex	Human	XRCC6
5184	SWI/SNF-related chromatin-remodeling complex	Human	HDAC1
5184	SWI/SNF-related chromatin-remodeling complex	Human	MECP2
5184	SWI/SNF-related chromatin-remodeling complex	Human	SIN3A
5184	SWI/SNF-related chromatin-remodeling complex	Human	SMARCA2
5184	SWI/SNF-related chromatin-remodeling complex	Human	SMARCE1
5185	Hdac2-Mecp2-Sin3a-Smarca2 complex	Mouse	Hdac2
5185	Hdac2-Mecp2-Sin3a-Smarca2 complex	Mouse	Mecp2
5185	Hdac2-Mecp2-Sin3a-Smarca2 complex	Mouse	Sin3a
5185	Hdac2-Mecp2-Sin3a-Smarca2 complex	Mouse	Smarca2
5189	YWHAQ-CALM1-CABIN1 complex	Human	CABIN1
5189	YWHAQ-CALM1-CABIN1 complex	Human	CALM1
5189	YWHAQ-CALM1-CABIN1 complex	Human	YWHAQ
5190	TIAM1-EFNB1-EPHA2 complex	Human	EFNB1
5190	TIAM1-EFNB1-EPHA2 complex	Human	EPHA2
5190	TIAM1-EFNB1-EPHA2 complex	Human	TIAM1
5191	Ezh2 methyltransferase complex, cytosolic	Mammalia	EED
5191	Ezh2 methyltransferase complex, cytosolic	Mammalia	Ezh2
5191	Ezh2 methyltransferase complex, cytosolic	Mammalia	SUZ12
5192	Tiam1-Efnb1-Epha2 complex	Mouse	Efnb1
5192	Tiam1-Efnb1-Epha2 complex	Mouse	Epha2
5192	Tiam1-Efnb1-Epha2 complex	Mouse	Tiam1
5193	TNFalpha-NFkappa B signaling complex	Human	CHUK
5193	TNFalpha-NFkappa B signaling complex	Human	IKBKG
5193	TNFalpha-NFkappa B signaling complex	Human	KPNA3
5193	TNFalpha-NFkappa B signaling complex	Human	NFKB1
5193	TNFalpha-NFkappa B signaling complex	Human	NFKB2
5193	TNFalpha-NFkappa B signaling complex	Human	NFKBIA
5193	TNFalpha-NFkappa B signaling complex	Human	NFKBIB
5193	TNFalpha-NFkappa B signaling complex	Human	NFKBIE
5193	TNFalpha-NFkappa B signaling complex	Human	REL
5193	TNFalpha-NFkappa B signaling complex	Human	RELA
5193	TNFalpha-NFkappa B signaling complex	Human	RELB
5193	TNFalpha-NFkappa B signaling complex	Human	TNIP2
5194	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	Human	CHUK
5194	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	Human	FBXW7
5194	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	Human	IKBKB
5194	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	Human	IKBKG
5194	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	Human	MAP3K14
5194	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	Human	NFKB2
5194	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	Human	REL
5194	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	Human	RELA
5194	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	Human	SEC16A
5194	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	Human	USP2
5195	PTIP-HMT complex	Human	ASH2L
5195	PTIP-HMT complex	Human	DPY30
5195	PTIP-HMT complex	Human	KDM6A
5195	PTIP-HMT complex	Human	KMT2B
5195	PTIP-HMT complex	Human	KMT2C
5195	PTIP-HMT complex	Human	NCOA6
5195	PTIP-HMT complex	Human	PAGR1
5195	PTIP-HMT complex	Human	PAXIP1
5195	PTIP-HMT complex	Human	RBBP5
5195	PTIP-HMT complex	Human	WDR5
5196	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	Human	ANKRD28
5196	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	Human	BTRC
5196	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	Human	CHUK
5196	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	Human	CUL1
5196	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	Human	IKBKE
5196	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	Human	NFKB2
5196	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	Human	PPP6C
5196	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	Human	PPP6R1
5196	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	Human	PPP6R2
5196	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	Human	REL
5196	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	Human	RELA
5196	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	Human	SKP1
5197	PTIP-DNA damage response complex	Human	BLM
5197	PTIP-DNA damage response complex	Human	MRE11
5197	PTIP-DNA damage response complex	Human	NBN
5197	PTIP-DNA damage response complex	Human	PAXIP1
5197	PTIP-DNA damage response complex	Human	RAD50
5197	PTIP-DNA damage response complex	Human	TP53BP1
5198	CREBBP-NCOA1-RARA-RXRA complex	Human	CREBBP
5198	CREBBP-NCOA1-RARA-RXRA complex	Human	NCOA1
5198	CREBBP-NCOA1-RARA-RXRA complex	Human	RARA
5198	CREBBP-NCOA1-RARA-RXRA complex	Human	RXRA
5199	Kinase maturation complex 1	Human	CDC37
5199	Kinase maturation complex 1	Human	HSP90AA1
5199	Kinase maturation complex 1	Human	HSP90AB1
5199	Kinase maturation complex 1	Human	HSPA4
5199	Kinase maturation complex 1	Human	MAP2K5
5199	Kinase maturation complex 1	Human	MAP3K3
5199	Kinase maturation complex 1	Human	MARK2
5199	Kinase maturation complex 1	Human	PDRG1
5199	Kinase maturation complex 1	Human	PFDN2
5199	Kinase maturation complex 1	Human	TRAF7
5199	Kinase maturation complex 1	Human	YWHAB
5199	Kinase maturation complex 1	Human	YWHAE
5199	Kinase maturation complex 1	Human	YWHAG
5199	Kinase maturation complex 1	Human	YWHAH
5199	Kinase maturation complex 1	Human	YWHAQ
5199	Kinase maturation complex 1	Human	YWHAZ
5206	Pentraxin complex	Rat	Nptx1
5206	Pentraxin complex	Rat	Nptx2
5206	Pentraxin complex	Rat	Nptxr
5206	Pentraxin complex	Rat	Rcn2
5209	Ubiquilin-proteasome complex	Human	PSMA1
5209	Ubiquilin-proteasome complex	Human	PSMA2
5209	Ubiquilin-proteasome complex	Human	PSMA6
5209	Ubiquilin-proteasome complex	Human	UBE3A
5209	Ubiquilin-proteasome complex	Human	UBQLN1
5209	Ubiquilin-proteasome complex	Human	UBQLN2
5210	TANK-TRAF2-TRAF3 complex	Human	TANK
5210	TANK-TRAF2-TRAF3 complex	Human	TRAF2
5210	TANK-TRAF2-TRAF3 complex	Human	TRAF3
5211	RAF1 complex (Pin1, Raf1, Ppp2cb, Ppp2r1a, Ppp2r2a)	Mouse	Pin1
5211	RAF1 complex (Pin1, Raf1, Ppp2cb, Ppp2r1a, Ppp2r2a)	Mouse	Ppp2cb
5211	RAF1 complex (Pin1, Raf1, Ppp2cb, Ppp2r1a, Ppp2r2a)	Mouse	Ppp2r1a
5211	RAF1 complex (Pin1, Raf1, Ppp2cb, Ppp2r1a, Ppp2r2a)	Mouse	Ppp2r2a
5211	RAF1 complex (Pin1, Raf1, Ppp2cb, Ppp2r1a, Ppp2r2a)	Mouse	Raf1
5212	Kinase maturation complex 2	Human	AZI2
5212	Kinase maturation complex 2	Human	CDC37
5212	Kinase maturation complex 2	Human	HSP90AA1
5212	Kinase maturation complex 2	Human	HSP90AB1
5212	Kinase maturation complex 2	Human	TANK
5212	Kinase maturation complex 2	Human	TBK1
5212	Kinase maturation complex 2	Human	TBKBP1
5212	Kinase maturation complex 2	Human	TRAF2
5213	AAA–ATPase complex, peroxisomal	Human	PEX1
5213	AAA–ATPase complex, peroxisomal	Human	PEX26
5213	AAA–ATPase complex, peroxisomal	Human	PEX6
5215	CS-MAP3K7IP1-MAP3K7IP2 complex	Human	CS
5215	CS-MAP3K7IP1-MAP3K7IP2 complex	Human	TAB1
5215	CS-MAP3K7IP1-MAP3K7IP2 complex	Human	TAB2
5216	Casein kinase II (beta-dimer, alpha-dimer)	Bovine	CSNK2A1
5216	Casein kinase II (beta-dimer, alpha-dimer)	Bovine	CSNK2B
5217	Calreticulin homodimer	Human	CALR
5218	Casein kinase II (beta-dimer, alpha, alpha')	Bovine	CSNK2A1
5218	Casein kinase II (beta-dimer, alpha, alpha')	Bovine	CSNK2A2
5218	Casein kinase II (beta-dimer, alpha, alpha')	Bovine	CSNK2B
5219	Casein kinase II (beta-dimer, alpha'-dimer)	Bovine	CSNK2A2
5219	Casein kinase II (beta-dimer, alpha'-dimer)	Bovine	CSNK2B
5220	CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex	Human	AKAP8L
5220	CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex	Human	CHUK
5220	CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex	Human	IQGAP2
